"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.thequestion","Answer.q1","Answer.q2","Answer.q3","Approve","Reject"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","30H4UDGLT3SPIAZXITAISEMV9UGMPF","A23Y6SGE73H4IW","Approved","Wed Feb 24 09:54:50 PST 2016","Wed Feb 24 09:56:39 PST 2016","Thu Feb 25 09:56:39 PST 2016","Wed Feb 24 11:01:57 PST 2016","","","109","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","7","2","1"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","32AT8R96GMJ58AKYJC5YET8090QUSV","ADAGUJNWMEPT6","Approved","Wed Feb 24 09:54:59 PST 2016","Wed Feb 24 09:55:51 PST 2016","Thu Feb 25 09:55:51 PST 2016","Wed Feb 24 11:01:57 PST 2016","","","52","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","6","4","5"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","32EYX73OY1JT7VKL4N5TOJ34NY7UR7","A32QJF67JMJFKX","Approved","Wed Feb 24 09:54:50 PST 2016","Wed Feb 24 09:56:31 PST 2016","Thu Feb 25 09:56:31 PST 2016","Wed Feb 24 11:01:57 PST 2016","","","101","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","4","4","6"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","33F859I567N1M2XC8RC45P9AB42HBG","A1X7ULCVLKDPRH","Approved","Wed Feb 24 09:55:31 PST 2016","Wed Feb 24 09:56:20 PST 2016","Thu Feb 25 09:56:20 PST 2016","Wed Feb 24 11:01:57 PST 2016","","","49","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","7","4","1"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","35H6S234SBAJ0XWMBYUN5CKSSU1654","A2UJ4L3BZQDRIG","Approved","Wed Feb 24 09:58:01 PST 2016","Wed Feb 24 09:59:07 PST 2016","Thu Feb 25 09:59:07 PST 2016","Wed Feb 24 11:01:57 PST 2016","","","66","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","7","3","7"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","379J5II41PQ1F1SM93TSYP82VJSLEX","A1PZ1YZAQEXRSQ","Approved","Wed Feb 24 10:34:02 PST 2016","Wed Feb 24 10:35:04 PST 2016","Thu Feb 25 10:35:04 PST 2016","Wed Feb 24 11:01:57 PST 2016","","","62","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","7","1","1"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","37Q970SNZFIPZDT0HOVE3R33Y3S1S2","A3R9S57RHJ4CO3","Approved","Wed Feb 24 09:55:50 PST 2016","Wed Feb 24 09:56:47 PST 2016","Thu Feb 25 09:56:47 PST 2016","Wed Feb 24 11:01:57 PST 2016","","","57","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","4","3","7"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","3A1COHJ8NK5IK4Z55FSUENJ93YHH8H","A2FLHXD97VI8F4","Approved","Wed Feb 24 09:54:55 PST 2016","Wed Feb 24 09:55:55 PST 2016","Thu Feb 25 09:55:55 PST 2016","Wed Feb 24 11:01:57 PST 2016","","","60","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","7","4","1"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","3A4TN5196LSKW7PIMR8ZG9FSTP2HCN","A2AK649KPZ2IZN","Approved","Wed Feb 24 09:55:22 PST 2016","Wed Feb 24 09:56:18 PST 2016","Thu Feb 25 09:56:18 PST 2016","Wed Feb 24 11:01:58 PST 2016","","","56","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","7","2","2"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","3B837J3LDP6DSISHFIAT9ILG21LRSN","A8SP23ECDU4F0","Approved","Wed Feb 24 09:55:43 PST 2016","Wed Feb 24 09:56:04 PST 2016","Thu Feb 25 09:56:04 PST 2016","Wed Feb 24 11:01:58 PST 2016","","","21","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","5","4","4"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","3BC8WZX3V461R3S40TAOJ8GKGZ2RRZ","AD7MWBDCVS5ZZ","Approved","Wed Feb 24 09:55:52 PST 2016","Wed Feb 24 09:57:13 PST 2016","Thu Feb 25 09:57:13 PST 2016","Wed Feb 24 11:01:58 PST 2016","","","81","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","7","2","1"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","3DPNQGW4LMP14ESMXTBD0KEESY664Z","A3F8G26PENQ6EO","Approved","Wed Feb 24 09:57:58 PST 2016","Wed Feb 24 09:59:03 PST 2016","Thu Feb 25 09:59:03 PST 2016","Wed Feb 24 11:01:58 PST 2016","","","65","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","3","4","7"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","3E337GFOLAIPNFRYRBZVBKX3DT4GN6","A1DDBGQDMZZ1VW","Approved","Wed Feb 24 10:10:27 PST 2016","Wed Feb 24 10:11:28 PST 2016","Thu Feb 25 10:11:28 PST 2016","Wed Feb 24 11:01:58 PST 2016","","","61","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","7","4","1"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","3IRIK4HM3BU4ZI51Q8HVJIQ2KBMC6H","A1YGENVE7OI5JL","Approved","Wed Feb 24 09:55:30 PST 2016","Wed Feb 24 10:12:55 PST 2016","Thu Feb 25 10:12:55 PST 2016","Wed Feb 24 11:01:58 PST 2016","","","1045","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","5","2","2"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","3N1FSUEFL6A0PN717GJR6QO69KS4DO","AK3H5QRAROFGP","Approved","Wed Feb 24 09:55:45 PST 2016","Wed Feb 24 10:19:14 PST 2016","Thu Feb 25 10:19:14 PST 2016","Wed Feb 24 11:01:58 PST 2016","","","1409","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","7","4","6"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","3NVC2EB65R9I52JO3Y1M9661D823YA","A1VJAKNGJPT0M3","Approved","Wed Feb 24 09:54:37 PST 2016","Wed Feb 24 09:55:44 PST 2016","Thu Feb 25 09:55:44 PST 2016","Wed Feb 24 11:01:59 PST 2016","","","67","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","7","4","1"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","3RKNTXVS3N82RG4PN6SPGPG0OHV4AM","AQMPJO4O175ZQ","Approved","Wed Feb 24 09:55:29 PST 2016","Wed Feb 24 09:56:22 PST 2016","Thu Feb 25 09:56:22 PST 2016","Wed Feb 24 11:01:59 PST 2016","","","53","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","7","1","1"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","3UJ1CZ6IZIZONVUJIBXQ6HGKAJXS5B","A62LZWGKLMBT2","Approved","Wed Feb 24 09:54:31 PST 2016","Wed Feb 24 09:59:28 PST 2016","Thu Feb 25 09:59:28 PST 2016","Wed Feb 24 11:01:59 PST 2016","","","297","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","5","3","1"
"3A9LA2FRWSN5CL2KNLZL525KLA0XH7","3EH3OJYIRZ7ZSUTYG3GBRAHHDP8AYX","A story and three questions","Answer three multiple choice questions about a short story","language; survey; short","$0.15","Wed Feb 24 09:54:16 PST 2016","20","BatchId:2282893;","3600","86400","Wed Mar 02 09:54:16 PST 2016","","","3XUHV3NRVL8ZXMG37HLR239I18GH5F","A3MZ9RQJX9T656","Approved","Wed Feb 24 09:54:55 PST 2016","Wed Feb 24 09:55:40 PST 2016","Thu Feb 25 09:55:40 PST 2016","Wed Feb 24 11:01:59 PST 2016","","","45","100% (1/1)","100% (1/1)","100% (1/1)","From what Jason Barley said we may conclude that Greg Jones did not secure victory for his team during the last seconds of all of the decisive playoff matches.","7","4","1"
